,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Volume,Wallet,Sell,Buy
3050,2021-02-08,4.98606,5.07345,4.98606,5.07345,3254.6659460878,0.0,3525.070310892899,,
3051,2021-02-09,4.98606,4.98606,4.94227,4.98606,1540.1837838509,0.0,3525.070310892899,,
3052,2021-02-10,4.98606,5.07345,4.98606,4.98606,3508.9881082611,0.0,3525.070310892899,,
3053,2021-02-11,4.98606,5.07345,4.98606,5.02975,5510.6789191591,0.0,3525.070310892899,,
3054,2021-02-12,5.07345,5.07345,4.98606,5.07345,2766.8497298503,0.0,3525.070310892899,,
3055,2021-02-15,5.02975,5.24842,5.02975,5.11724,25195.433514612,688.8616345711554,3525.070310892899,,5.11724
3056,2021-02-16,5.11724,5.16093,5.02975,5.11724,6658.4172975875,688.8616345711554,3525.070310892899,,
3057,2021-02-17,5.16093,5.16093,5.07345,5.16093,4134.9275677478,688.8616345711554,3555.1666757073126,,
3058,2021-02-18,5.16093,5.20472,5.16093,5.20472,2396.3286487531,688.8616345711554,3585.331926685184,,
3059,2021-02-19,5.20472,5.24842,5.20472,5.20472,6874.3718921915,688.8616345711554,3585.331926685184,,
